id,jmbg,ime,prezime,pol,godine,opstina,datum_rodjenja,adresa,telefon,email,prihod,jmbg_format,pib,institucija,postanski_broj,status,napomena
252,25061977892072,Gordana,Tomić,muški,56,Zaječar,20.3.1970.,Princa Evgenija 126,065/2564341,gordana.tomić@ptt.rs,128877,25.06.19778-92072,,,87514,aktivan,Redovan korisnik usluga
253,01071968864963,Miroljub,Simić,muški,46,Ivanjica,11.1.1988.,Stevana Sremca 101,066/4422554,miroljub-simić1@eunet.rs,76235,01.07.19688-64963,,,97673,aktivan,Redovan korisnik usluga
254,08061983815448,Petar,Stojanović,ženski,46,Aranđelovac,25.4.2005.,Resk reimska 77,063/7356792,petar.stojanović@eunet.rs,93687,08.06.19838-15448,,,30769,neaktivan,
255,18101984765921,Zoran,Kostić,ženski,33,Ivanjica,8.11.1994.,Karađorđeva 11,062/4452440,zoran.kostić@outlook.com,66503,18.10.19847-65921,,,20849,aktivan,
256,21111997822670,Jasmina,Marković,muški,38,Kragujevac,5.4.1975.,Kralja Aleksandra 116,062/6020313,jasmina_marković38@gmail.com,61894,21.11.19978-22670,6384282410,,55428,aktivan,
257,04041957709804,Đorđe,Stanković,muški,32,Lučani,10.3.1992.,Svetog Save 161,066/1138254,đorđe-stanković38@yahoo.com,73302,04.04.19577-09804,,,15094,aktivan,
258,11031990703031,Dejan,Simić,muški,55,Pirot,20.7.2005.,Kneza Mihaila 25,060/4889411,dejan_simić3@eunet.rs,73194,11.03.19907-03031,,,60362,aktivan,
259,16121992747686,Dejan,Marković,muški,67,Pirot,11.9.1973.,Karađorđeva 102,061/5765666,dejan.marković@ptt.rs,99323,16.12.19927-47686,,,79176,neaktivan,
260,10021963703839,Jasmina,Vasiljević,ženski,64,Arilje,17.12.1971.,Bulevar revolucije 47,062/9318061,jasmina.vasiljević54@ptt.rs,126794,10.02.19637-03839,,,55747,aktivan,
261,08071979769169,Tijana,Filipović,ženski,58,Zaječar,12.7.1981.,Jovana Cvijića 83,066/9751239,tijana-filipović34@eunet.rs,118364,08.07.19797-69169,,Ministarstvo unutrašnjih poslova,99761,neaktivan,
262,19031950806159,Dušan,Petrović,ženski,63,Šabac,14.11.1998.,Svetog Save 1,065/7055356,dušan.petrović@ptt.rs,203374,19.03.19508-06159,734321121,,24130,aktivan,
263,28081950817792,Miroslav,Milovanović,ženski,31,Valjevo,26.8.1978.,Cara Lazara 4,066/6620719,miroslav.milovanović85@yahoo.com,99198,28.08.19508-17792,,,79664,aktivan,
264,28101972807805,Maja,Mihajlović,ženski,69,Sremska Mitrovica,7.9.2007.,Milana Toplice 184,064/3243559,maja-mihajlović51@eunet.rs,226058,28.10.19728-07805,,,27151,aktivan,
265,04101987726650,Danica,Nikolić,ženski,49,Novi Sad,16.8.1998.,Mihajla Pupina 155,069/3965949,danica.nikolić47@eunet.rs,118421,04.10.19877-26650,4316977610,,11452,aktivan,
266,14091981874434,Jelena,Bošković,muški,46,Lučani,19.12.1977.,Branka Radičevića 51,062/7192652,jelena-bošković48@yahoo.com,177001,14.09.19818-74434,,,67391,neaktivan,Redovan korisnik usluga
267,14071973877124,Dejan,Simić,muški,49,Čačak,18.1.2001.,Kružni put 199,061/1675344,dejan-simić95@yahoo.com,63856,14.07.19738-77124,643453969,,10195,neaktivan,
268,15091989784486,Marija,Ilić,ženski,55,Gornji Milanovac,10.5.2004.,Nemaninjina 17,061/9998525,marija-ilić43@eunet.rs,95021,15.09.19897-84486,,,88579,aktivan,Redovan korisnik usluga
269,03101995879993,Đorđe,Pavlović,ženski,62,Valjevo,2.8.1992.,Vuka Karadžića 125,064/3301227,đorđe_pavlović15@yahoo.com,217373,03.10.19958-79993,,,47608,aktivan,Redovan korisnik usluga
270,04101998703034,Tijana,Antonijević,muški,38,Sombor,3.11.1982.,Bulevar revolucije 144,060/7187001,tijana.antonijević87@gmail.com,38271,04.10.19987-03034,,,92112,aktivan,
271,01102000875521,Jelena,Stojanović,ženski,62,Valjevo,25.9.1996.,Karađorđeva 154,061/2521076,jelena_stojanović@yahoo.com,149591,01.10.20008-75521,,,72525,neaktivan,Redovan korisnik usluga
272,28111955841201,Dušan,Marković,ženski,20,Vršac,5.3.1984.,Jovana Cvijića 92,069/1428843,dušan.marković@eunet.rs,228395,28.11.19558-41201,954479317,,19863,aktivan,
273,11122003866708,Dragan,Filipović,muški,22,Sremska Mitrovica,17.11.1990.,Takovska 111,060/8123729,dragan_filipović@outlook.com,47856,11.12.20038-66708,610372454,,51134,aktivan,Redovan korisnik usluga
274,16072004804011,Nebojša,Nikolić,ženski,30,Kosjerić,12.6.1974.,Vojvode Mišića 149,066/3717974,nebojša.nikolić@outlook.com,79529,16.07.20048-04011,,,27579,aktivan,
275,15011976726709,Jasmina,Milovanović,muški,40,Bajina Bašta,23.11.1993.,Vuka Karadžića 28,064/7285479,jasmina_milovanović48@yahoo.com,76035,15.01.19767-26709,340081010,,66984,aktivan,Redovan korisnik usluga
276,11061991883356,Biljana,Todorović,muški,58,Zrenjanin,16.3.1988.,Cara Dušana 197,061/5479613,biljana.todorović@eunet.rs,176204,11.06.19918-83356,2858032010,,46036,aktivan,
277,08051976870021,Dušan,Petrović,muški,52,Požega,1.7.1999.,Branka Radičevića 191,061/3482699,dušan_petrović@eunet.rs,151654,08.05.19768-70021,,,50095,aktivan,Redovan korisnik usluga
278,28021967815471,Nebojša,Vuković,muški,54,Beograd,17.9.2005.,Nikole Tesle 12,063/0396372,nebojša.vuković@gmail.com,142752,28.02.19678-15471,500202402,,38936,aktivan,
279,17121956821192,Miroljub,Vasić,muški,25,Zrenjanin,18.11.2003.,Nikole Tesle 69,063/6632721,miroljub.vasić65@eunet.rs,59152,17.12.19568-21192,756440370,,91261,aktivan,
280,19091974703558,Nebojša,Nikolić,muški,32,Novi Sad,13.2.1993.,Kralja Aleksandra 67,060/1896881,nebojša.nikolić@ptt.rs,50758,19.09.19747-03558,,,51852,aktivan,
281,28032000754981,Marija,Milošević,ženski,62,Užice,15.6.1998.,Kneza Mihaila 66,069/9498000,marija-milošević@eunet.rs,92091,28.03.20007-54981,,,92062,aktivan,
282,14101990713509,Borislav,Marković,ženski,44,Sremska Mitrovica,1.3.1975.,Bulevar oslobođenja 129,065/0710689,borislav-marković@gmail.com,160666,14.10.19907-13509,,Republički zavod za statistiku,37915,aktivan,
283,25041953815478,Miloš,Antonijević,ženski,52,Bor,1.8.1991.,Vuka Karadžića 138,065/2729507,miloš-antonijević@yahoo.com,97601,25.04.19538-15478,,,96150,aktivan,
284,20072004885930,Aleksandar,Stanković,muški,36,Novi Sad,7.6.1980.,Nemaninjina 18,063/4800714,aleksandar-stanković@eunet.rs,141375,20.07.20048-85930,,,65969,aktivan,Redovan korisnik usluga
285,04032002765427,Miroljub,Savić,ženski,47,Loznica,23.5.1997.,Njegoševa 186,065/3482296,miroljub_savić@yahoo.com,219716,04.03.20027-65427,387748262,Poreska uprava,27363,aktivan,
286,28061953739667,Dejan,Milovanović,muški,59,Novi Sad,23.7.2002.,Gavrila Principa 101,065/9473180,dejan-milovanović@yahoo.com,94495,28.06.19537-39667,,,71100,aktivan,
287,13031977721171,Ana,Todorović,ženski,56,Vršac,18.11.1985.,Karađorđeva 69,066/9311521,ana.todorović@gmail.com,207216,13.03.19777-21171,,,90390,aktivan,
288,14081999861223,Tijana,Đorđević,muški,54,Vranje,13.9.2008.,Kneza Mihaila 22,063/6947941,tijana.đorđević@yahoo.com,169897,14.08.19998-61223,,,99246,aktivan,
289,26101974724330,Željko,Kostić,muški,28,Leskovac,28.5.1979.,Kneza Mihaila 60,065/3624785,željko.kostić92@gmail.com,161981,26.10.19747-24330,,,18958,aktivan,Redovan korisnik usluga
290,26111964837611,Nebojša,Petrović,ženski,33,Prokuplje,23.1.2007.,Branka Radičevića 96,064/9359565,nebojša-petrović@ptt.rs,199454,26.11.19648-37611,,,33757,neaktivan,
291,25032003823232,Nebojša,Branković,ženski,60,Bajina Bašta,9.11.2007.,Cara Lazara 120,069/8452269,nebojša.branković@ptt.rs,30307,25.03.20038-23232,,Republički zavod za statistiku,55975,aktivan,Redovan korisnik usluga
292,26101970776554,Tijana,Petrović,muški,22,Prokuplje,12.4.1970.,Gavrila Principa 23,069/6217484,tijana.petrović8@ptt.rs,98218,26.10.19707-76554,966595640,,25991,neaktivan,
293,24061996746926,Ivana,Milošević,muški,59,Bor,5.2.1972.,Njegoševa 180,062/3530133,ivana_milošević@outlook.com,103029,24.06.19967-46926,,,83830,aktivan,Redovan korisnik usluga
294,21101959747916,Željko,Tomić,ženski,43,Novi Sad,7.6.2009.,Karađorđeva 197,064/3081126,željko.tomić72@outlook.com,164590,21.10.19597-47916,,,53264,neaktivan,Redovan korisnik usluga
295,24101952787541,Milena,Pavlović,ženski,50,Sremska Mitrovica,14.6.1992.,Stevana Sremca 21,069/5283818,milena_pavlović@yahoo.com,210043,24.10.19527-87541,,,20673,aktivan,
296,23011980726996,Vladimir,Filipović,muški,31,Lučani,26.2.1986.,Svetog Save 150,060/1967476,vladimir-filipović@eunet.rs,34321,23.01.19807-26996,,,45392,aktivan,Redovan korisnik usluga
297,24011952728070,Nikola,Đorđević,muški,40,Sremska Mitrovica,15.5.1979.,Kružni put 134,063/7173861,nikola_đorđević96@outlook.com,127581,24.01.19527-28070,167939851,,65036,aktivan,Redovan korisnik usluga
298,22101960715459,Mladen,Đorđević,ženski,61,Beograd,26.4.2005.,Cara Dušana 155,060/7997422,mladen.đorđević79@ptt.rs,135831,22.10.19607-15459,,,80453,aktivan,Redovan korisnik usluga
299,06071955853975,Miloš,Lazić,ženski,45,Požega,7.5.1999.,Stevana Sremca 137,061/3325177,miloš_lazić19@yahoo.com,128705,06.07.19558-53975,,,49881,aktivan,
300,04121968774863,Zoran,Bošković,muški,47,Požarevac,26.4.1981.,Bulevar revolucije 28,064/3733905,zoran_bošković12@gmail.com,222660,04.12.19687-74863,,,20972,aktivan,
301,16011971707599,Nenad,Gavrilović,ženski,28,Novi Sad,18.1.1974.,Stevana Sremca 64,061/4742181,nenad-gavrilović39@eunet.rs,140922,16.01.19717-07599,2060490510,,98277,aktivan,
302,01011992814937,Miroljub,Petrović,muški,54,Čačak,8.1.1984.,Cara Dušana 130,064/9346902,miroljub.petrović@outlook.com,90416,01.01.19928-14937,407074428,,93113,aktivan,Redovan korisnik usluga
303,14022003711664,Borislav,Stevanović,ženski,41,Kosjerić,25.11.1970.,Branka Radičevića 67,063/4039349,borislav-stevanović@outlook.com,82415,14.02.20037-11664,,,64553,aktivan,
304,02121990884604,Nebojša,Vuković,muški,60,Pirot,6.9.1990.,Takovska 112,065/1405296,nebojša_vuković76@gmail.com,182303,02.12.19908-84604,904507807,,89821,aktivan,Redovan korisnik usluga
305,17031957713760,Zoran,Mihajlović,muški,27,Loznica,6.4.2001.,Jovana Cvijića 186,065/4306033,zoran.mihajlović83@yahoo.com,181293,17.03.19577-13760,,,96100,aktivan,Redovan korisnik usluga
306,03011968871566,Aleksandar,Vasiljević,ženski,44,Požega,6.1.2009.,Princa Evgenija 55,069/7967981,aleksandar.vasiljević23@outlook.com,34376,03.01.19688-71566,,,35050,aktivan,Redovan korisnik usluga
307,11111973854732,Dušan,Marković,muški,67,Valjevo,13.9.1990.,Karađorđeva 85,061/7321655,dušan-marković33@ptt.rs,160138,11.11.19738-54732,,,55257,aktivan,
308,02081987741957,Ivana,Stamenković,muški,30,Arilje,20.7.1986.,Karađorđeva 67,065/1037092,ivana.stamenković@gmail.com,98095,02.08.19877-41957,910963035,,16179,aktivan,Redovan korisnik usluga
309,18121966758548,Zoran,Stamenković,muški,44,Pirot,14.4.1984.,Cara Dušana 50,060/6844061,zoran-stamenković57@outlook.com,89852,18.12.19667-58548,,,11133,aktivan,
310,28052003783163,Dušan,Antonijević,ženski,46,Subotica,7.9.1999.,Svetog Save 58,069/7433711,dušan_antonijević@yahoo.com,178724,28.05.20037-83163,,,13753,aktivan,
311,06091981838944,Petar,Vasić,muški,42,Subotica,28.5.1975.,Stevana Sremca 117,062/9887208,petar_vasić@yahoo.com,66517,06.09.19818-38944,653878417,,53164,aktivan,
312,24011976767436,Dušan,Lazić,muški,32,Novi Sad,15.12.1977.,Svetog Save 141,064/0070817,dušan-lazić76@outlook.com,82863,24.01.19767-67436,,,97893,aktivan,
313,15091977746188,Ivan,Rakić,ženski,29,Bajina Bašta,12.2.2009.,Kružni put 141,065/2032058,ivan_rakić44@eunet.rs,79025,15.09.19777-46188,503002209,,35948,neaktivan,
314,28091975853204,Tamara,Bošković,ženski,62,Novi Pazar,25.5.1999.,Milana Toplice 159,064/0083224,tamara.bošković63@gmail.com,77273,28.09.19758-53204,432171813,,59102,neaktivan,
315,27021950898473,Miroslav,Petrović,ženski,53,Bor,5.4.2007.,Jovana Cvijića 130,065/8420861,miroslav.petrović81@yahoo.com,220116,27.02.19508-98473,,,73998,aktivan,Redovan korisnik usluga
316,20041968852916,Marina,Vuković,muški,44,Šabac,11.10.1998.,Nemaninjina 13,061/2911760,marina.vuković@outlook.com,199314,20.04.19688-52916,980909760,Narodna skupština Republike Srbije,89469,neaktivan,
317,09022000771992,Miloš,Petrović,muški,68,Bor,1.8.1987.,Gavrila Principa 191,061/8551181,miloš.petrović34@eunet.rs,70015,09.02.20007-71992,,Ministarstvo zdravlja,88404,neaktivan,Redovan korisnik usluga
318,19012000816128,Marina,Stevanović,muški,68,Niš,8.1.1976.,Nemaninjina 57,064/1109781,marina-stevanović52@gmail.com,193912,19.01.20008-16128,,,52805,neaktivan,
319,01042005768405,Nenad,Milošević,muški,28,Niš,23.12.1973.,Karađorđeva 42,065/4509830,nenad_milošević65@gmail.com,143068,01.04.20057-68405,,,83116,aktivan,Redovan korisnik usluga
320,18021978821472,Marija,Jovanović,ženski,39,Zrenjanin,9.11.1974.,Bulevar revolucije 197,066/7939120,marija-jovanović@yahoo.com,50278,18.02.19788-21472,,,48816,aktivan,Redovan korisnik usluga
321,20011954768665,Danica,Milošević,muški,57,Požega,23.7.1987.,Milana Toplice 44,063/3455591,danica.milošević@outlook.com,163866,20.01.19547-68665,965168727,,24324,aktivan,
322,26111985708635,Biljana,Vasić,ženski,21,Lučani,25.5.1979.,Takovska 150,069/7445035,biljana.vasić@yahoo.com,112007,26.11.19857-08635,983543808,,19014,aktivan,
323,12081972730714,Nikola,Ilić,ženski,51,Kosjerić,24.7.1980.,Cara Dušana 132,060/2429308,nikola.ilić@yahoo.com,31737,12.08.19727-30714,,,86183,aktivan,
324,05081968718096,Vladimir,Antonijević,ženski,43,Požega,26.1.1973.,Cara Dušana 186,064/0349952,vladimir_antonijević@yahoo.com,223279,05.08.19687-18096,,,88669,aktivan,
325,24051961779771,Jelena,Stevanović,ženski,34,Sombor,27.7.2009.,Princa Evgenija 11,060/9459200,jelena_stevanović@yahoo.com,196147,24.05.19617-79771,,Narodna skupština Republike Srbije,86993,aktivan,
326,13021951860272,Petar,Kostić,muški,47,Prokuplje,18.11.1973.,Takovska 200,060/8525778,petar_kostić@ptt.rs,148975,13.02.19518-60272,,,67049,aktivan,
327,26121976741441,Miloš,Lazić,ženski,53,Kragujevac,1.4.1974.,Bulevar revolucije 133,060/7243752,miloš.lazić56@eunet.rs,55043,26.12.19767-41441,,,98596,aktivan,
328,03041956797151,Ivana,Stanković,ženski,27,Pirot,28.11.1990.,Cara Lazara 196,062/6240609,ivana.stanković31@outlook.com,228863,03.04.19567-97151,,,41821,aktivan,Redovan korisnik usluga
329,08111980833486,Ivana,Vasić,ženski,36,Gornji Milanovac,10.8.1990.,Kružni put 100,060/5433223,ivana-vasić33@gmail.com,141453,08.11.19808-33486,353638655,,86069,aktivan,
330,26071990834614,Željko,Dragić,muški,53,Pirot,12.6.1986.,Njegoševa 120,066/7620312,željko-dragić@ptt.rs,57392,26.07.19908-34614,,,60077,aktivan,Redovan korisnik usluga
331,14121958889567,Srđan,Dragić,ženski,46,Valjevo,2.9.2009.,Nemaninjina 68,063/9577260,srđan.dragić@ptt.rs,216098,14.12.19588-89567,,Narodna banka Srbije,14005,aktivan,
332,13051963864528,Nebojša,Vuković,muški,50,Beograd,14.4.1992.,Gavrila Principa 137,062/4053095,nebojša.vuković@outlook.com,31498,13.05.19638-64528,380764999,,37616,aktivan,Redovan korisnik usluga
333,20011966786341,Gordana,Marković,ženski,31,Lučani,10.12.1993.,Karađorđeva 125,069/5471169,gordana.marković36@eunet.rs,81799,20.01.19667-86341,,,38106,aktivan,
334,01111951797391,Dejan,Stojanović,ženski,65,Kraljevo,18.5.1993.,Njegoševa 15,065/9678588,dejan-stojanović@outlook.com,118399,01.11.19517-97391,096070319,,22428,aktivan,Redovan korisnik usluga
335,17081955709513,Dušan,Matić,ženski,32,Ivanjica,11.1.1992.,Bulevar oslobođenja 20,062/1948546,dušan.matić@gmail.com,149116,17.08.19557-09513,,,52342,aktivan,
336,11041961895313,Tijana,Milošević,muški,39,Kruševac,18.1.1980.,Stevana Sremca 37,060/6309770,tijana_milošević@gmail.com,66512,11.04.19618-95313,,,32820,aktivan,
337,08091973756186,Aleksandar,Simić,muški,20,Pirot,14.10.2001.,Bulevar revolucije 191,069/6793242,aleksandar-simić87@gmail.com,73784,08.09.19737-56186,,,14688,neaktivan,
338,21061981767946,Ivan,Mitić,ženski,58,Čačak,17.7.1974.,Vojvode Mišića 129,069/9287380,ivan.mitić@outlook.com,40148,21.06.19817-67946,,,28740,neaktivan,
339,21082002708308,Mladen,Jovanović,ženski,58,Novi Sad,10.3.1986.,Nemaninjina 31,060/3637302,mladen.jovanović38@outlook.com,178001,21.08.20027-08308,,,87802,aktivan,Redovan korisnik usluga
340,17091979771149,Danica,Jovanović,muški,31,Kragujevac,6.1.2004.,Kružni put 24,066/1511486,danica.jovanović@yahoo.com,44823,17.09.19797-71149,,,27978,neaktivan,
341,15041974750568,Jasmina,Jovanović,ženski,24,Užice,20.8.2002.,Kneza Mihaila 175,066/8689410,jasmina.jovanović72@ptt.rs,83216,15.04.19747-50568,,,50837,aktivan,Redovan korisnik usluga
342,01061960738759,Danica,Stamenković,muški,60,Bor,7.1.1996.,Stevana Sremca 109,061/1150490,danica.stamenković@eunet.rs,48472,01.06.19607-38759,404601260,,41028,aktivan,
343,09031986878701,Marija,Filipović,muški,61,Kraljevo,26.2.1975.,Vojvode Mišića 36,061/8025975,marija.filipović30@outlook.com,131325,09.03.19868-78701,077599349,,30375,aktivan,
344,02111989738843,Marija,Jovanović,muški,46,Čačak,11.8.1984.,Jovana Cvijića 83,060/7331879,marija.jovanović@yahoo.com,48036,02.11.19897-38843,,,17139,aktivan,
345,04062000873001,Nebojša,Milovanović,muški,30,Užice,12.12.2006.,Kralja Aleksandra 114,061/9690704,nebojša.milovanović69@gmail.com,132364,04.06.20008-73001,,,42455,aktivan,
346,23111999734261,Ivan,Tomić,muški,36,Niš,24.2.1997.,Svetog Save 196,060/2521586,ivan-tomić@eunet.rs,44228,23.11.19997-34261,,,61982,aktivan,
347,11021974779369,Nebojša,Nikolić,muški,31,Zrenjanin,18.11.1982.,Resk reimska 131,064/1362671,nebojša.nikolić74@ptt.rs,99029,11.02.19747-79369,,,32473,aktivan,
348,25041973882241,Miloš,Gavrilović,muški,39,Leskovac,20.2.1986.,Vuka Karadžića 28,064/0687591,miloš.gavrilović@outlook.com,159892,25.04.19738-82241,,,12574,aktivan,
349,08091975840131,Marina,Savić,muški,35,Loznica,9.12.1992.,Cara Dušana 112,062/1215210,marina-savić@yahoo.com,177858,08.09.19758-40131,,,19174,neaktivan,
350,13061980848721,Marko,Dragić,muški,25,Gornji Milanovac,20.11.1972.,Stevana Sremca 122,060/7720555,marko-dragić15@outlook.com,73596,13.06.19808-48721,5073910810,,41635,aktivan,Redovan korisnik usluga
351,18111950803105,Snežana,Ilić,muški,35,Ivanjica,15.7.1971.,Dušanova 150,069/2602770,snežana_ilić10@outlook.com,164264,18.11.19508-03105,461368969,,39204,aktivan,Redovan korisnik usluga
352,18031960771651,Marina,Pavlović,muški,64,Vršac,16.3.1972.,Takovska 39,065/1103470,marina-pavlović80@eunet.rs,70552,18.03.19607-71651,,Ministarstvo finansija,75915,aktivan,
353,06071957865789,Srđan,Savić,muški,36,Lučani,7.10.1970.,Kružni put 108,060/4483387,srđan_savić@yahoo.com,193725,06.07.19578-65789,2750248210,,49636,aktivan,
354,14021984701814,Jelena,Bošković,muški,34,Zaječar,21.11.2002.,Branka Radičevića 174,069/1836376,jelena-bošković@yahoo.com,153007,14.02.19847-01814,162585410,Ministarstvo prosvete,58127,aktivan,
355,13121975747551,Miroljub,Petrović,ženski,21,Ivanjica,9.5.1998.,Kneza Mihaila 155,061/9803933,miroljub.petrović10@eunet.rs,152357,13.12.19757-47551,959481784,,61896,neaktivan,
356,16021974740425,Miroslav,Mitić,ženski,25,Loznica,22.7.1996.,Bulevar revolucije 59,060/0367098,miroslav_mitić22@yahoo.com,82987,16.02.19747-40425,,,76176,aktivan,
357,13111991864786,Marko,Đorđević,muški,63,Leskovac,16.11.1975.,Svetog Save 142,066/4626749,marko_đorđević@yahoo.com,121950,13.11.19918-64786,,Ministarstvo prosvete,29038,aktivan,
358,22061971740472,Biljana,Ilić,muški,56,Kosjerić,6.2.1973.,Kralja Aleksandra 90,060/9042856,biljana-ilić@gmail.com,200995,22.06.19717-40472,,,60328,aktivan,Redovan korisnik usluga
359,16021969831715,Mladen,Savić,muški,41,Prokuplje,17.5.1974.,Cara Dušana 25,061/8615083,mladen.savić@outlook.com,71262,16.02.19698-31715,,,82545,aktivan,
360,27071990878379,Marija,Stanković,ženski,32,Valjevo,10.2.1989.,Gavrila Principa 158,069/5736663,marija.stanković@outlook.com,219005,27.07.19908-78379,461547413,,35015,aktivan,
361,10031995751331,Vladimir,Filipović,ženski,56,Leskovac,4.7.2006.,Kneza Mihaila 48,060/9396530,vladimir-filipović43@ptt.rs,227131,10.03.19957-51331,,,69216,aktivan,
362,07081964741221,Željko,Lazić,muški,34,Vršac,25.2.2006.,Bulevar oslobođenja 92,065/2941182,željko-lazić70@eunet.rs,36264,07.08.19647-41221,768302840,,46727,aktivan,
363,27071995810964,Nikola,Stevanović,muški,43,Čačak,23.10.2003.,Nikole Tesle 48,061/4961060,nikola-stevanović@gmail.com,158891,27.07.19958-10964,0372128110,Ministarstvo finansija,87374,aktivan,Redovan korisnik usluga
364,17051953766149,Branislav,Nikolić,muški,31,Aranđelovac,20.3.1971.,Vojvode Mišića 89,061/7509110,branislav-nikolić28@yahoo.com,165284,17.05.19537-66149,,Ministarstvo prosvete,98912,aktivan,
365,15021971803821,Mladen,Tomić,muški,45,Sremska Mitrovica,4.9.1994.,Bulevar oslobođenja 69,069/0685502,mladen-tomić@outlook.com,157927,15.02.19718-03821,516322537,Ministarstvo unutrašnjih poslova,96292,aktivan,
366,28071979735885,Mladen,Simić,ženski,66,Sombor,6.8.1999.,Gavrila Principa 156,061/6433188,mladen-simić@gmail.com,161716,28.07.19797-35885,,Ministarstvo zdravlja,22162,aktivan,
367,13111983825851,Ivana,Stojanović,muški,27,Kosjerić,21.8.2003.,Vuka Karadžića 97,062/8708699,ivana-stojanović33@gmail.com,182566,13.11.19838-25851,,,80196,aktivan,
368,28081969827811,Mirjana,Kostić,ženski,24,Loznica,3.9.1978.,Princa Evgenija 114,069/3463365,mirjana.kostić62@eunet.rs,223441,28.08.19698-27811,,Agencija za privredne registre,81575,aktivan,
369,16081969747591,Srđan,Jovanović,muški,47,Gornji Milanovac,18.7.1970.,Nikole Tesle 182,061/9251855,srđan-jovanović31@gmail.com,196221,16.08.19697-47591,,,90362,aktivan,
370,02092002785232,Nenad,Vasić,ženski,55,Kruševac,10.5.1977.,Cara Dušana 126,065/6044233,nenad.vasić63@yahoo.com,130620,02.09.20027-85232,844307272,,13307,aktivan,
371,25031967886101,Nebojša,Vasić,muški,67,Valjevo,16.9.1993.,Bulevar oslobođenja 28,063/7107841,nebojša_vasić26@ptt.rs,46334,25.03.19678-86101,6255420510,,84265,aktivan,
372,23042001806594,Danica,Đorđević,muški,61,Subotica,28.5.1983.,Jovana Cvijića 122,062/5142780,danica.đorđević49@eunet.rs,72045,23.04.20018-06594,,Ministarstvo unutrašnjih poslova,45563,neaktivan,
373,03051994899761,Petar,Tomić,muški,26,Gornji Milanovac,27.8.1998.,Jovana Cvijića 125,063/0958140,petar_tomić@eunet.rs,89467,03.05.19948-99761,103536473,,22828,aktivan,
374,09051970824752,Branislav,Matić,ženski,43,Gornji Milanovac,26.1.1987.,Jovana Cvijića 125,064/4451672,branislav_matić@ptt.rs,59024,09.05.19708-24752,153129214,,75437,neaktivan,
375,12072002771288,Dušan,Vasiljević,muški,46,Smederevo,9.7.2008.,Nikole Tesle 191,069/1125840,dušan_vasiljević56@ptt.rs,221201,12.07.20027-71288,585737739,Ministarstvo zdravlja,25307,aktivan,
376,10091956783079,Dušan,Todorović,ženski,35,Vranje,11.8.2004.,Kružni put 169,063/0986286,dušan-todorović13@yahoo.com,206565,10.09.19567-83079,,,74286,neaktivan,Redovan korisnik usluga
377,09061964751342,Marina,Milošević,muški,56,Subotica,14.7.2007.,Vojvode Mišića 60,064/4934549,marina_milošević67@ptt.rs,225344,09.06.19647-51342,,Ministarstvo zdravlja,39273,aktivan,
378,12071967717126,Petar,Nikolić,ženski,41,Kruševac,9.12.1973.,Nemaninjina 74,060/6575671,petar_nikolić@eunet.rs,179306,12.07.19677-17126,,Republički zavod za statistiku,29829,aktivan,
379,08011998746081,Mirjana,Stamenković,ženski,45,Leskovac,15.4.1982.,Branka Radičevića 109,062/6736971,mirjana.stamenković63@ptt.rs,74413,08.01.19987-46081,664714154,Ministarstvo zdravlja,73604,aktivan,
380,24032004848143,Jasmina,Mihajlović,ženski,54,Pančevo,1.7.1997.,Princa Evgenija 199,062/2438515,jasmina-mihajlović@ptt.rs,36588,24.03.20048-48143,092277715,Ministarstvo unutrašnjih poslova,93650,aktivan,Redovan korisnik usluga
381,17091974897993,Miloš,Kostić,ženski,63,Bajina Bašta,6.7.1982.,Cara Lazara 100,063/3750932,miloš_kostić@outlook.com,91664,17.09.19748-97993,,,76682,aktivan,
382,14061988896651,Nikola,Stamenković,ženski,40,Šabac,9.11.2007.,Nikole Tesle 163,062/3089009,nikola-stamenković@gmail.com,226942,14.06.19888-96651,,,85172,aktivan,
383,07121983823082,Miroslav,Milovanović,muški,45,Sremska Mitrovica,9.3.2002.,Kružni put 190,062/3935269,miroslav-milovanović73@gmail.com,145600,07.12.19838-23082,,,93291,aktivan,Redovan korisnik usluga
384,06101977855270,Jasmina,Vasiljević,muški,27,Kosjerić,16.7.1981.,Princa Evgenija 156,062/6529879,jasmina_vasiljević@ptt.rs,108586,06.10.19778-55270,,,90499,aktivan,
385,16022003766219,Marina,Kostić,muški,66,Ivanjica,16.12.1996.,Mihajla Pupina 54,064/0982105,marina-kostić0@eunet.rs,92513,16.02.20037-66219,574445048,Agencija za privredne registre,81051,aktivan,Redovan korisnik usluga
386,10121967821207,Borislav,Tomić,muški,40,Leskovac,6.2.2005.,Bulevar oslobođenja 75,069/2878844,borislav_tomić@eunet.rs,196370,10.12.19678-21207,494213549,,11021,aktivan,Redovan korisnik usluga
387,10101968817777,Ivana,Vasić,muški,53,Prokuplje,11.2.1993.,Kružni put 109,066/8369798,ivana.vasić@gmail.com,90475,10.10.19688-17777,,,41940,aktivan,
388,17111998763144,Tijana,Nikolić,ženski,62,Smederevo,4.9.2009.,Kralja Aleksandra 34,061/3756108,tijana-nikolić@gmail.com,57006,17.11.19987-63144,,,47302,aktivan,
389,28121993802627,Milena,Stamenković,muški,52,Niš,4.12.2009.,Nikole Tesle 157,066/9702090,milena-stamenković@yahoo.com,191764,28.12.19938-02627,,,26167,aktivan,
